SLP,SP,AT,Tmin,GT,DPT,Evap,HCC,K,CUPE,runoff
1008.31,964.65,25.29,21.06,24.05,18.73,-4.1536,0.73,30.1,16.2,96.71875
1007.61,963.66,20.43,18.97,19.63,19.51,-1.4898,0.66,32.45,46.18,100.96875
1007.83,963.87,21.35,19.17,19.71,19.44,-1.1609,0.15,28.48,3.3,119.1875
1008.84,965.09,24.28,20.3,22.18,20.6,-2.6359,0,26.14,18.11,137.6875
1010,966.43,26.7,22.11,24.81,20.04,-3.8965,0,28.68,92.23,135.78125
1009.01,965.37,25.53,22.11,24.59,21.88,-3.5468,0.6,34.7,369.59,130.46875
1009.59,965.75,22.9,21.67,21.9,22.21,-1.2225,0.3,32.3,227.93,134.28125
1011.51,967.61,23.49,21.43,22.06,20.46,-2.6831,0.11,31.89,7.02,145.84375
1012.25,968.32,23.59,21.61,22.18,21.01,-2.1366,0.12,31.76,28.9,143.40625
1010.05,966.37,25.35,21.7,24.46,21.4,-3.7928,0.75,33.73,111.83,130.59375
1010.68,966.94,25.17,23.01,23.63,22.87,-2.8509,0.85,25.11,606.45,119.53125
1011.15,967.45,26.27,22.5,25.09,22.12,-3.5436,0.96,20.64,89.38,119.21875
1010.8,966.99,24.41,22.43,23.88,22.8,-2.5749,0.94,34.73,423.4,131.15625
1008.26,964.74,25.51,23.22,24.94,23.51,-3.1866,0.97,35.29,968.25,145.5
1006.9,963.46,26.13,23.93,24.97,23.53,-3.2033,0.85,34.8,1042.94,163.75
1007.06,963.59,26.06,23.51,24.74,24.05,-3.5069,0.86,36.08,1456.2,180.09375
1006.66,963.1,24.42,22.8,24.17,23.19,-2.9784,0.99,35.66,995.33,205.625
1007.19,963.58,24.4,22.33,23.42,22.85,-2.1864,0.89,34.43,824.66,244.8125
1006.99,963.33,24.44,22.36,23.86,22.69,-2.7519,0.88,35.6,473.05,269.1875
1008.19,964.43,23.83,22.28,21.98,23.05,-0.9851,0.95,35.38,147.69,289.5
1008.35,964.73,25.03,23.48,24.17,23.93,-1.5827,0.93,36.36,302.02,313.0625
1008.02,964.46,25.42,24.17,24.16,23.91,-2.6025,0.97,34.92,250.82,319.1875
1006.6,963.23,26.25,23.66,26.06,24.63,-3.612,0.73,34.45,1585.23,332.96875
1005.55,962.41,29.85,25.31,27.16,22.95,-4.9639,0.24,24.95,188.86,331.65625
1008.28,964.99,30.05,25.53,28.04,22.9,-4.7736,0.92,31.22,73.89,298.3125
1011.02,967.55,30.04,25.53,27.61,23.66,-4.5146,0.61,33.95,241.04,269.9375
1009.63,966.29,30.34,26.06,27.85,22.67,-4.7852,0.68,34.02,112.53,247.84375
1006.77,963.61,30.73,26.16,27.84,21.89,-4.7883,0.79,28.97,20.48,225.84375
1005.64,962.55,31.63,26.79,28.49,21.37,-4.9329,0.92,28.76,0.47,203.6875
1006.19,963.06,30.92,26.42,28.31,21.77,-3.9293,0.81,31.56,1.31,183.53125
1007.72,964.42,28.89,25.05,28.28,24.19,-4.0356,0.7,35.69,1138.87,165.40625
1005.94,962.69,28.82,25.73,27.71,24.53,-4.1835,0.93,36.19,841.3,150.90625
1003.87,960.82,29.33,26.73,28.12,23.75,-3.6623,0.98,35.22,682.02,138.75
1004.81,961.77,30.34,27.28,28.7,24.32,-3.5775,0.99,36.22,732.06,126.59375
1004.71,961.7,30.9,26.6,29.54,23.52,-3.8703,0.99,35.3,308.94,114.8125
1004.35,961.26,29.38,25.66,29.14,24.05,-3.0968,1,33.7,1095.95,103.875
1006.02,962.7,27.86,25.33,27.32,24.07,-3.3036,0.99,35.38,1187.93,94.28125
1007.72,964.26,26.05,23.81,25.18,24.1,-2.8628,0.86,33.95,1272.56,89.9375
1007.04,963.84,29.68,25.92,27.81,23.88,-4.1595,0.96,31.03,520.03,91.84375
1005.33,962.26,30.62,26.23,28.5,22.69,-4.4707,0.95,28.83,52.85,91.84375
1003.24,960.3,31.26,26.85,29.27,22.16,-4.1451,0.99,30.18,32.47,84.625
1003.91,960.8,29.82,26.25,28.2,24.12,-3.2119,0.91,34.68,921.97,77.03125
1005.65,962.31,27.36,25.19,26.59,24.72,-2.8009,0.98,34.85,1979.83,72.25
1006.65,963.32,27.61,25.05,26.95,24.88,-3.6104,1,36.38,1147.47,72.25
1008.82,965.42,28.44,26.19,26.88,25.46,-3.5316,0.99,35.97,2109.77,79.40625
1007.51,964.21,28.95,26.21,27.77,24.2,-3.8645,0.89,35.64,1111.15,83.25
1004.36,961.27,29.99,26.54,28.4,23.8,-4.3028,0.98,34.62,374.46,79.34375
1005.55,962.48,30.92,27.27,29.06,22.91,-3.9396,1,31.33,17.49,72.8125
1006.8,963.64,29.69,26.9,28.48,23.51,-2.8469,1,31.72,413.78,66.59375
1003.51,960.31,28.38,25.02,26.71,23.81,-2.9199,0.83,35.41,878.92,62.75
1002.04,958.8,26.01,25.12,24.52,24.58,-2.6076,0.81,35.61,959.44,69.875
1005.73,962.44,26.93,25.13,25.74,24.87,-1.8067,0.94,31.72,1161.05,103.15625
1006.22,963.15,30.53,25.64,28.37,22.82,-5.1364,0.9,26.63,65.42,140.9375
1006.42,963.37,30.87,25.7,28.94,23.09,-4.9944,0.98,22.86,27.08,152.46875
1006.57,963.52,31.44,26.12,29.25,24.19,-4.5443,0.89,28.61,737.61,140.53125
1005.54,962.52,31.44,26.22,29.54,23.67,-4.5104,0.78,29.38,360.45,126.296875
1004.61,961.56,30.48,26.18,30.15,23.43,-4.2082,0.58,32.48,734.16,113.34375
1005.61,962.46,29.46,25.68,29.04,23.97,-3.5253,0.93,33.27,1380.09,101.953125
1006.37,963.22,29.88,25.86,29.38,23.7,-3.6962,0.87,32.12,602.62,91.9375
1005.47,962.42,30.99,26.77,29.76,22.9,-3.4427,0.99,31.93,90.7,83.015625
1006.34,963.25,31.71,26.81,29.77,22.4,-3.6754,1,32.47,229.95,75
1009.32,966.07,30.67,26.3,30.09,23,-3.1169,0.97,34.14,695.82,67.703125
1010.28,966.96,31.43,26.46,30.21,22.86,-3.3144,0.71,33.32,818.35,61.484375
1008,964.92,32.69,27.2,31.22,20.72,-3.3127,0.72,30.7,183.51,56.1875
1007.56,964.54,33.15,27.92,31.48,21.66,-2.6785,0.73,29.85,13.61,51.609375
1006.96,963.85,31.52,26.93,31.25,22.67,-2.4563,0.99,37.12,422.47,47.5
1006.98,963.64,27.69,24.44,28.21,23.77,-2.8962,0.89,36.43,1721.77,44.25
1006.18,962.85,26.6,23.85,28.18,24.34,-3.6141,0.84,35.6,1516.97,43.078125
1006.45,963.25,28.82,24.89,29.01,24.17,-3.9505,0.97,35.1,1006.65,46.546875
1008.25,964.91,28.93,24.93,28.83,24.17,-4.0512,0.88,35.64,1881.23,49.75
1009.32,965.93,28.61,25.04,28.59,24.42,-4.5951,0.73,32.71,1655.42,48.390625
1009.56,966.16,28.82,25.09,27.7,23.68,-3.7344,0.7,32.15,813.36,45.71875
1009.18,965.86,30.26,25.5,28.29,23.63,-3.4745,0.85,32.89,1089.79,42.625
1008.6,965.3,30.52,25.73,28.95,22.95,-3.9372,0.31,30.73,381.01,41.140625
1007.27,964.01,30.67,25,28.96,22.24,-3.6038,0.28,25.76,14.28,38.875
1003.72,960.65,30.35,26.3,29.18,23.02,-3.0898,0.23,33.58,51.17,37.125
1005.64,962.4,29.25,25.43,28.01,23.53,-3.3449,0.97,35.27,667.51,36.078125
1010.83,967.33,28.76,26.23,26.67,23.43,-3.1273,0.83,34.9,304.78,36
1009.97,966.59,29.88,26.33,28.96,23.61,-3.3173,0.9,34.29,494.11,36.203125
1007.13,963.91,30.25,26.06,29.3,23.06,-3.1974,0.96,34.47,512.6,35.96875
1004.11,961.04,29.89,25.81,29.47,23.46,-3.1482,0.94,35.12,713.03,35.109375
1002.54,959.57,30.37,26.59,29.85,23.84,-2.9185,0.84,35.91,942.83,34.421875
1004.58,961.52,30.32,25.85,29.36,22.33,-2.4326,0.97,30.98,169.95,34.3125
1009.07,965.6,28.18,25.81,27.41,22.36,-3.4978,0.73,31.51,19.44,35.15625
1012.38,968.83,29.2,25.34,27.09,23.48,-3.3966,0.34,31.33,291.84,35.71875
1010.85,967.47,30.83,25.9,28.83,22.63,-3.517,0.05,29.35,790.4,35.546875
1009.15,965.79,31.14,25.74,28.59,22.55,-3.1421,0.18,32.58,1120.32,35.046875
1009.09,965.71,29.1,23.92,28.2,22.41,-3.2959,0.08,32.65,910.59,34.6875
1009.83,966.42,29.61,25.29,28.55,22.42,-2.7439,0.17,32.8,485.88,34.828125
1010.23,966.83,29.84,24.93,28.62,21.91,-2.8717,0.26,32.53,564.6,34.203125
1009.84,966.44,29.62,24.98,28.54,22.46,-2.4995,0.15,32.31,320.62,33.28125
1009.87,966.53,30.03,25.19,29.23,22.23,-2.2784,0.15,29.54,203.03,32.578125
1009.88,966.56,30.97,26.4,29.26,22.09,-2.3392,0.43,31.77,329.5,32.09375
1009.76,966.38,29.75,25.12,29.13,23.06,-2.3348,0.7,32.25,817.31,31.703125
1008.01,964.74,30.56,25.16,29.87,20.87,-2.1659,0.27,32.35,32.79,31.328125
1005.21,962.11,30.86,25.61,30.31,21.15,-1.74,0.02,33.5,134.88,31
1002.95,959.95,30.62,25.53,29.97,22.19,-1.5778,0.33,35.21,453.57,30.6875
1002.11,959.05,29.69,24.75,29.5,22.29,-2.0478,0.22,36.68,593.63,30.453125
1001.13,957.99,27.49,23.51,27.79,23.69,-2.5723,0.54,36.27,791.35,31.125
1001.66,958.32,25.89,24.01,24.77,24.55,-3.2851,0.81,35.75,922.03,35.875
1004.2,960.8,25.93,24.08,25.16,24.3,-2.2887,0.56,32.91,494.55,44.46875
1006.28,962.97,28.64,25.3,26.75,24.1,-3.6085,0.23,31.12,224.92,53.65625
1007.33,964.07,29.18,25.02,27.93,24.52,-3.8592,0.05,32.28,1028.77,54.890625
1006.26,963.02,29.3,24.09,27.92,23.62,-3.9651,0.3,30.17,992.61,51.90625
1004.93,961.75,29.56,25.14,27.89,22.76,-3.9274,0.39,29.8,376.15,48.5
1007.19,963.85,28.82,24.24,26.87,22.74,-3.2824,0.04,27.98,300.74,44.375
1010.66,967.16,27.99,22.83,26.66,19.38,-3.6265,0.21,13.35,23.04,40.21875
1011.16,967.38,25,19.06,24.4,20.56,-3.4251,0.57,31.04,248.76,38.3125
1008.84,965.13,24.55,19.34,22.99,20.42,-3.2631,0.33,20.07,13.09,39.65625
1006.7,963.33,26.49,22.42,23.99,18.33,-3.8076,0.16,1.23,1.33,40.859375
1010.26,966.61,26.08,22.16,25.09,19.06,-3.8738,0.24,28.5,32.47,38.78125
1013,969.06,24.49,23.15,23.32,22.79,-2.5345,0.51,34.82,119.76,36.59375
1009.59,965.97,26.19,23.43,24.72,23.22,-2.7151,0.53,30.94,457.35,35.4375
1006.93,963.43,25.49,22.84,25.3,23.49,-3.3027,0.67,34.43,684.36,35.59375
1010.6,966.82,24.96,22.76,23.6,23.63,-3.0217,0.42,32.93,694.27,36.90625
1014.26,970.33,25.55,21.6,23.76,21.1,-3.0202,0.58,32.03,39.59,41.140625
1014.98,970.84,22.32,20.95,20.85,20.48,-1.6808,0.8,33.75,10.92,46.90625
1013.01,969.03,23.68,21.46,22.13,21.23,-1.8638,0.34,34.2,1.05,49.921875
1010.35,966.8,27.54,24.11,25.29,23.13,-2.7101,0.65,34.08,457.03,51.046875
1009.59,966.15,28.39,25.09,26.56,24.09,-3.1974,0.75,32.63,401.4,47.890625
1010.61,967.12,29.27,24.52,27.29,22.97,-3.5657,0.7,31.84,310.09,43.1875
1014.7,970.79,25.51,22.48,24.88,22.91,-2.4928,0.59,35,182.99,39.257812
1015.42,971.31,23.57,21.96,22.55,22.31,-1.9558,0.47,36.43,170.77,37.53125
1014.53,970.46,22.71,21.36,22.29,21.51,-1.8511,0.51,34.83,26.33,38.976562
1013.6,969.56,23.01,21.32,22.34,20.14,-1.5838,0.47,32.81,2.21,41.570312
1012.11,968.11,22.64,21.46,21.9,20.89,-2.0884,0.53,35.97,34.67,42.578125
1013.59,969.41,21.38,19.54,20.25,20.6,-1.2339,0.57,33.45,65.55,43.960938
1014.07,969.79,20.06,18.25,18.7,19.21,-1.7873,0.57,9.93,33.04,49.6875
1012.89,968.86,22.9,18.86,21.59,17.69,-3.2272,0.74,6.95,0.64,56.148438
1014.89,970.53,19.41,17.6,18.06,18.14,-1.1273,0.88,23.66,23.76,55.90625
1015.46,971.01,18.22,17.1,17.42,17.86,-0.9596,0.66,27.78,1.32,54.78125
1013.77,969.44,19.33,17.47,18.39,18.52,-1.016,0.19,29.67,2.26,59.851562
1010.49,966.39,20.18,19.25,19.39,19.82,-0.8564,0.38,31.29,11.06,66.55469
1011.93,967.87,21.67,18.21,19.49,19.08,-2.1822,0.01,11.94,20.2,72.78906
1012.36,968.44,23.65,19.11,21.91,17.89,-3.117,0,18.41,5.74,77.8125
1012.75,968.91,25.01,21.24,22.7,19.68,-3.0996,0.13,26.47,2.81,72.921875
1011.72,968.08,26.62,22.19,24.38,20.76,-3.3069,0.31,27.59,5.11,65.46094
1012.44,968.6,25.42,19.96,24.21,20.9,-3.6185,0.04,33.52,55.54,58.546875
1017.39,972.94,19.97,18.46,18.77,16.63,-1.7588,0,27.32,2.22,54.070312
1019.33,974.8,20.07,18.63,18.55,15.79,-1.6585,0,24.51,0.43,51.453125
1019.45,974.92,21.03,18.58,18.98,15.06,-2.374,0,20.4,0.01,47.53125
1019.44,974.96,21.06,16.7,19.08,13.73,-3.0249,0,11.89,0.05,43.21875
1017.62,973.3,21.28,15.72,19.18,13.91,-2.9434,0,11.4,0,39.554688
1015.16,971.01,21.65,16.35,19.37,14.27,-2.7064,0,10.28,0,36.773438
1013.32,969.36,22.55,17.19,20.13,14.54,-2.5782,0,16.94,0,34.734375
1014.32,970.36,24.75,19.76,22.33,17.46,-2.2773,0,19.1,2,33.3125
1017.5,973.32,24.6,21.68,22.3,17.45,-1.9165,0.32,27.71,2.72,32.34375
1018.69,974.49,23.87,20.72,22.11,17.37,-1.8435,0.58,18.47,0,31.664062
1018.7,974.41,23.02,19.5,21.6,16.48,-1.9712,0.98,20.38,0.1,31.179688
1019.59,975.08,20.96,18.51,19.59,16.68,-1.31,0.58,23.08,0.11,30.859375
1020.91,976.18,18.33,16.64,17.16,15.23,-1.4222,0.42,23.2,1.34,30.695312
1021.03,976.33,18.94,16.66,17.69,14.59,-1.6732,0.19,18,1.79,30.507812
1020.86,976.21,19.49,16.92,17.94,14.56,-1.4831,0,21.58,0.28,30.210938
1018.86,974.43,20.77,17.96,19.12,14.97,-1.782,0,19.84,1.47,29.898438
1015.49,971.1,20.2,18.25,18.93,14.64,-1.5568,0.01,24.51,13.88,29.609375
1017.04,972.42,17.02,12.66,14.36,11.88,-1.0819,0,-4.55,3.76,29.445312
1019.08,974.41,16.58,10.24,14.78,5.87,-2.1915,0.29,-41.47,0,29.203125
1019.89,975.23,17.66,12.9,15.55,7.31,-1.8686,0.17,-29.62,0,28.890625
1018.42,973.95,18.53,14.94,16.9,11.98,-1.371,0.19,5.11,0,28.625
1016.14,971.96,22.31,16.88,19.92,14.22,-1.7602,0.14,20.99,0.16,28.335938
1016.99,972.83,22.79,16.96,20.58,13.85,-1.6204,0,20.23,0,28.0625
1019.62,975.35,23.28,19.67,21.28,15.11,-1.4702,0.58,23.82,0,27.804688
1022.02,977.4,20.37,18.8,19.08,15.99,-1.0446,0.55,25.13,0.19,27.601562
1021.62,977.05,20.53,15.89,18.69,13.36,-1.2888,0.06,8.98,0.17,27.359375
1019.64,975.17,19.89,14.74,18.01,11.13,-1.2734,0.03,13.48,0,27.085938
1018.31,973.94,21.05,17.17,19.63,12.27,-1.1545,0,20.98,0,26.8125
1020.08,975.5,20.86,18.7,19.45,12.43,-1.0261,0.17,19.43,0.06,26.53125
1021.52,976.79,18.96,14.9,17.43,6.54,-1.0839,0,6.43,0,26.265625
1021.34,976.54,17.44,11.65,15.62,6.55,-0.8052,0,7.65,0,26.03125
1020.41,975.87,18.59,13.14,17.26,10.15,-0.7694,0,10.85,0,25.78125
1018.5,974.23,22.08,15.61,21.08,11.88,-0.864,0.01,20.37,3.48,25.484375
1020.66,976.16,21.73,19.04,19.34,13.25,-0.468,0,25.84,19.59,25.257812
1022.72,978.05,19.47,12.81,18.27,4.77,-0.8552,0,4.16,0.13,25.03125
1023.34,978.48,16.2,9.23,15.08,3.08,-0.8751,0,-14.05,0,24.773438
1025.21,980.22,15.54,8.84,14.28,5.88,-0.8073,0.01,-22.77,0,24.539062
1025.92,980.91,15.38,8.27,13.96,6.2,-0.8022,0,-24.8,0,24.296875
1023.6,978.78,15.53,8.63,14.22,7.76,-0.7887,0,-24.9,0,24.0625
1022.6,977.91,17.03,11.08,15.47,8.12,-0.8699,0.01,-18.93,0,23.820312
1022.69,977.97,18.06,12.25,16.88,11.7,-0.6841,0.02,7.49,0.07,23.585938
1021.79,977.27,19.05,13.42,17,10.97,-0.7688,0.18,6.22,0,23.359375
1019.04,974.74,21.16,15.54,19.37,14.38,-0.7337,0.37,22.89,0,23.125
1016.45,972.19,20.98,16.78,18.71,16.65,-0.597,0.52,26.45,0.56,22.90625
1012.12,968.36,23.58,17.98,21.24,16.82,-0.8314,0,26.33,0.86,22.6875
1012.2,968.43,24.21,19.54,22.24,18.34,-0.7045,0,28.96,106.16,22.507812
1015.63,971.43,22.28,19.08,21.28,18.1,-1.2889,0,22.27,39.46,22.414062
1017.71,973.41,19.94,17.2,18.8,17.27,-1.1301,0,22.69,5.44,22.445312
1022.63,977.91,19.23,15.57,19.05,15.18,-1.0571,0,22.53,2.49,22.421875
1024.23,979.17,16.16,14.53,15.6,12.94,-0.6597,0,25.36,2.04,22.3125
1023.55,978.52,15.49,13.91,14.76,13.26,-0.4492,0,24.51,0.67,22.132812
1021.9,977.23,18.64,15.21,17.02,14.3,-0.7225,0,22.85,0.42,21.882812
1024.69,979.59,17.1,13.75,16.13,12.75,-0.5934,0.53,21.5,0.73,21.648438
1027.3,981.84,15,12.98,13.91,10.29,-0.537,0.6,16.16,0.5,21.429688
1027,981.44,13.85,11.66,13.05,9.24,-0.5161,0.03,9.67,6.8,21.210938
1028.44,982.57,12.47,11.27,11.55,7.61,-0.4892,0.28,10.88,1.39,21.007812
1029.16,983.28,12.48,11.32,10.92,7.35,-0.4057,0,12.35,1.68,20.820312
1026.4,980.96,14.07,11.43,13.01,7.92,-0.5527,0,0.03,11.76,20.617188
1025.57,980.2,14.68,11.48,13.8,7.76,-0.6959,0,3.36,0.69,20.390625
1027.46,981.49,11.58,8.33,10.45,4.76,-0.6719,0,-0.41,0.09,20.171875
1027.6,981.44,10.46,7.83,9.02,3.58,-0.6548,0,6.55,0.03,19.96875
1025.47,979.84,11.63,8.37,10.11,4.96,-0.6954,0,7.98,0,19.773438
1023.57,978.44,14.08,9.17,11.67,7.47,-0.6488,0,5.14,0,19.570312
1024.74,979.47,14.65,10.52,14.04,8.7,-0.6643,0,-2.46,0.31,19.367188
1023.78,978.4,13.29,11.29,12.25,9.53,-0.3466,0,3.68,2.26,19.203125
1020.6,975.6,15.07,12.24,13.41,9.84,-0.6094,0,2.59,0.28,19.03125
1020.26,975.19,15.21,13.07,13.41,10.84,-0.3943,0,7.49,7.77,18.84375
1019.13,974.13,15.17,12.62,13.83,10.83,-0.4188,0,15.7,19.42,18.679688
1017.15,972.31,15.98,13.01,14.89,10.17,-0.6024,0,12.26,2.31,18.492188
1019.01,973.91,14.18,7.25,13.43,9.95,-1.3399,0,17.95,11.31,18.546875
1028.31,981.28,5.02,3.86,3.83,4.56,-1.8956,0,13.09,19.52,19.359375
1029.9,982.78,4.68,4.27,3.65,3.43,-1.0962,0,10.69,4.75,20.882812
1030.01,982.94,4.94,4.33,3.78,4.03,-1.0635,0,10.41,30.76,22.109375
1027.51,980.73,5.72,4.5,4.98,4.9,-0.8083,0,15.48,36.04,22.640625
1029.07,982.38,6.88,6.21,5.89,6.19,-0.9147,0,13.8,21.2,23.023438
1031.07,984.32,7.52,6.14,6.42,2.94,-0.8242,0.03,9.99,16.92,23.390625
1030.24,983.75,8.85,6.06,7.61,2.9,-0.8143,0,8.02,0.83,23.171875
1027.08,981.02,9.5,5.96,8.14,4.04,-0.7407,0,-4.45,0.51,22.125
1022.47,977.16,11.68,6.19,10.09,6.77,-0.9635,0,-1.54,1.46,20.898438
1019.75,974.53,13.34,9.22,11.72,10.71,-0.8799,0,21.94,2.8,20.078125
1020.52,975.27,14.2,11.88,11.98,8.87,-1.0946,0,11.9,0.28,19.640625
1022.21,976.79,13.57,11.17,11.71,6.65,-0.7202,0,3.28,5.27,19.367188
1019.44,974.39,13.97,11.43,12.48,9.19,-0.7218,0,10.39,8.79,19.101562
1019.09,974.2,13.31,10.8,11.4,11.04,-0.4763,0,0.5,1.88,18.851562
1017.5,972.73,13.58,9.26,12.38,10,-0.8473,0,4.96,0.41,18.59375
1022.07,976.43,12.9,4.53,11.37,7.54,-2.0289,0,7.26,6.42,18.34375
1033.26,985.7,3.86,-0.84,2.39,-7.71,-1.1287,0,-54.62,0,18.171875
1032.35,984.72,1.84,-2.38,0.82,-9.3,-0.9331,0,-43.39,0,18.070312
1028.38,981.55,3.47,-1.61,1.91,-6.51,-0.8803,0,-38.58,0,17.945312
1026.35,980.11,5.86,-1.07,4,-3.8,-0.9048,0,-28.39,0,17.789062
1026.22,980.34,8.46,2.58,6.55,1.44,-0.7696,0,-2.35,0,17.601562
1023.62,978.18,11.13,3.65,8.85,4.44,-0.7818,0,1.99,0,17.414062
1024.4,978.69,11.8,7.59,10.92,6.02,-0.7033,0.01,7.83,0.35,17.226562
1024.26,978.07,8.69,4.4,7.89,5.41,-0.9818,0,8.71,2.38,17.1875
1030.4,982.85,2.69,0.3,1.34,-1.65,-1.4891,0,-5.86,0.6,17.5
1031.26,983.62,1.21,-3.31,0.55,-9.46,-0.9644,0,-38.53,0,17.75
1029.5,982.21,1.99,-2.62,0.64,-9.84,-0.878,0,-52.38,0,17.5
1027.93,981.24,6.21,-0.7,4.33,-5.86,-0.8783,0,-15.08,1.11,17.140625
1029.1,982.22,4.47,-1.43,3.19,-5.66,-0.8713,0,-30.63,0,16.875
1024.46,977.99,4.21,-1.47,2.08,-7.32,-0.7857,0,-47.69,0,16.671875
1020.76,975.16,5.95,-1.62,4.14,-4.85,-0.8424,0,-40.01,0,16.484375
1018.24,973.2,8.38,0.35,6.8,-1.65,-0.9241,0,-17.46,0,16.296875
1017.85,972.99,11.11,2.13,8.39,2.45,-0.8855,0,-18.34,0,16.109375
1023.52,978.02,13.21,5.09,11.61,3.36,-1.0388,0,5.02,3.47,15.921875
1029.01,982.54,6.87,0.8,5.52,-2.28,-0.7665,0,-4.97,0.54,15.765625
1025.31,979.2,6.13,-0.66,4.35,-4.36,-0.7366,0,-39.52,0,15.625
1023.77,978.02,8.82,-0.13,6.87,1.51,-0.6932,0,-11.5,0.01,15.46875
1020.67,975.64,11.85,5.54,9.91,7.15,-0.48,0,5.96,0.16,15.3125
1016.84,972.32,16.71,8.35,13.56,10.96,-0.668,0,18.97,0.16,15.15625
1015.29,970.56,16.09,12.86,13.92,12.75,-0.4346,0,25.28,4.3,15.015625
1018.63,973.42,12.95,7.38,11.22,9.1,-0.409,0,-24.45,1.37,14.921875
1019.65,974.46,12.3,7.41,10.98,7.48,-0.6024,0,-20.25,0.05,14.8125
1018.84,973.98,15.28,8.02,13.42,9.65,-0.5947,0,15.61,2.51,14.65625
1021.7,976.03,11.66,10.38,10.1,9.24,-0.6596,0,10.84,5.64,14.59375
1020.86,975.5,12.95,10.21,11.66,8.93,-0.6657,0,13.63,12.99,14.609375
1027.03,980.96,9.55,4.01,7.02,3.89,-0.6873,0,-25.54,2.4,14.6875
1025.64,979.75,9.9,4.48,7.96,2.03,-0.7149,0,-17.4,0.06,14.671875
1024.87,979.3,11.77,5.01,10.31,3.15,-0.5304,0,9.38,15.82,14.5625
1021.38,976.58,15.38,9.8,13.08,8.29,-0.7095,0,18.32,1.2,14.390625
1020.72,975.86,16.97,11.59,15.38,9.53,-0.7751,0,22.2,4.6,14.203125
1023.85,978.6,15.01,9.86,13.07,8.85,-0.5673,0,9.2,0.35,14.046875
1024.08,978.9,14.51,10.86,12.15,5.82,-0.6347,0,18.92,2.46,13.90625
1023.22,978.08,14.31,10.88,12.4,8.64,-0.3631,0,20.33,2.99,13.78125
1019.26,974.61,17.91,11.2,16.11,11.44,-0.6409,0,21.29,9.1,13.625
1019.02,974.35,16.37,11.69,13.54,11.94,-0.4402,0,8.59,4.32,13.515625
1019.12,974.66,18.65,11.62,16.32,10.88,-0.6808,0,14.63,0.06,13.390625
1023.12,978.01,16.75,12.07,15.17,8.74,-0.4775,0.44,20.98,2.1,13.25
1023.23,977.52,12.55,10.07,10.61,8.17,-0.7108,0.92,22.34,1.85,13.4375
1018.38,972.92,10.84,9.6,9.8,10.59,-0.6849,0.94,22.97,6.26,16.125
1018.11,972.77,12.28,9.94,9.93,11.34,-0.6698,0,10.61,10.7,24.359375
1019.25,974.23,14.34,11.57,12.11,11.83,-0.8562,0,2.7,2.11,36.609375
1017.6,972.95,17.58,12.61,15.16,12.35,-1.3886,0,11.84,10.15,39.375
1016.04,971.45,15.96,10.65,13.05,10.51,-1.6716,0,-6.77,5.73,35.6875
1016.83,972.1,15.74,9.8,13.51,7.65,-1.838,0,0.89,0,31
1020.24,974.95,12.94,9.54,11.61,10.21,-0.7922,0.3,19.07,1.41,27.21875
1025.76,980.24,12.28,6.06,9.56,3.39,-2.1687,0,-19.97,0.28,25.25
1027.05,981.46,11.36,5.13,8.79,0.76,-1.8951,0,-18.96,0,24.75
1022.77,977.65,12.68,5.48,9.43,2.64,-1.7075,0,-11.81,0,23.1875
1018.81,974.13,13.41,6.3,11.2,2.86,-1.8634,0,-23.36,0,20.90625
1015.89,971.58,17.01,8.1,14.98,8.24,-1.7758,0.32,15.77,0,18.78125
1017.14,972.73,18.44,13.26,16.26,11.97,-1.3331,0.37,27.09,0.63,17.375
1017.26,972.68,17.72,11.93,16,11.11,-1.835,0,20.99,0.1,16.625
1014.54,970.11,18.19,12.23,16.21,11.99,-1.5757,0.04,23.13,0,16.03125
1011.44,967.09,17.23,15.26,16.06,15.46,-0.8894,0.64,29.31,21.72,15.8125
1015.43,970.25,13.05,10.91,11.74,12.45,-0.9072,0.58,27.91,29.24,16.90625
1019.19,973.83,12.86,10.75,11.11,10.52,-0.8714,0,23.32,3.18,20.71875
1017.33,972.57,15.2,12.89,13.85,12.14,-1.1363,0,29,21.8,26.25
1019.39,974.43,15.55,11.93,14.73,13.49,-1.745,0,25.97,18.99,27.9375
1024.86,979.12,11.99,9.39,10.38,7.84,-0.9462,0,13.96,20.32,27.625
1023.23,977.31,10.26,9.41,9.31,7.84,-0.985,0.03,25.27,7.34,27.34375
1020.62,975.26,11.73,9.07,10.77,10.38,-0.8545,0.15,28.51,6.38,27.21875
1016.99,972.23,14.79,11.6,14.37,14.25,-1.7348,0.27,31.62,100.7,28.8125
1020,975,15.23,12.68,14.04,14.67,-1.1448,0.45,29.75,35.92,35.9375
1023.86,978.22,12.7,11.9,11.22,10.39,-0.753,0,22.55,3.58,51.28125
1022.2,977,14.47,12.02,13.52,11.53,-1.0226,0.07,25.61,15.94,60.5
1023.5,978.27,14.71,13,13.25,12.32,-1.0851,0.29,27.18,5.93,59.28125
1023.17,977.94,14.04,12.11,12.55,11.68,-0.9006,0.64,29.28,6.73,56
1021.49,976.55,16.29,12.34,15.12,13.35,-1.6126,0.34,29.34,1.48,53.59375
1021.8,976.93,17.02,15.07,15.04,13.2,-0.9036,0.23,24.22,1.82,51.90625
1020,975.11,15.15,14.03,14.01,14.14,-1.3177,0.18,25.59,13.92,48.5
